,song_title,artists,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,song_and_artist,cluster
9095,love yourself,Justin Bieber,50kpGaPAhYJ3sGmk6vplg0,0.609,0.37799999999999995,4,-9.828,1,0.43799999999999994,0.835,0.0,0.28,0.515,100.41799999999999,233720,Love Yourself - Justin Bieber,3
9096,in a sentimental mood,Duke Ellington,0E8q2Fx2XuzXCO2NSAppkR,0.46399999999999997,0.305,3,-12.435,0,0.0316,0.9359999999999999,0.0846,0.20800000000000002,0.282,108.229,255227,In A Sentimental Mood - Duke Ellington,2
9097,beautiful,Akon,7rv0UuxMX7CpUUwEE1jVrd,0.743,0.948,0,-4.445,0,0.0893,0.122,0.0,0.11199999999999999,0.614,130.024,312987,Beautiful - Akon,4
9098,a thousand years,Christina Perri,6lanRgr6wXibZr8KgzXxBl,0.42100000000000004,0.40700000000000003,10,-7.445,1,0.0267,0.309,0.0009609999999999999,0.11,0.161,139.028,285120,A Thousand Years - Christina Perri,2
9099,lust,Lil Skies,7oJrVhiTPZGBXWPwhxjy9S,0.718,0.767,9,-5.641,1,0.166,0.138,0.0,0.114,0.519,160.084,156000,Lust - Lil Skies,1
9100,freedom! '90 - remastered,George Michael,3tyTt5pEWblt96j1HsXiV5,0.677,0.852,5,-10.856,1,0.0449,0.225,4.04e-05,0.0595,0.93,91.689,390862,Freedom! '90 - Remastered - George Michael,1
9101,you are the sunshine of my life,Stevie Wonder,0n2pjCIMKwHSXoYfEbYMfX,0.519,0.46,11,-14.53,1,0.0688,0.823,5.9699999999999994e-05,0.243,0.675,132.082,178200,You Are The Sunshine Of My Life - Stevie Wonder,2
9102,welcome to the rodeo,Lil Skies,5GpAhJpbHvUi6gY6RG15Ze,0.69,0.8809999999999999,5,-4.297,0,0.284,0.128,0.0,0.0927,0.503,169.97299999999998,169412,Welcome to the Rodeo - Lil Skies,3
9103,rap devil,Machine Gun Kelly,63TyoT9Ee03rQxv8xmdJ2l,0.895,0.8390000000000001,0,-4.512,1,0.22699999999999998,0.217,3e-06,0.239,0.7559999999999999,149.951,286117,RAP DEVIL - Machine Gun Kelly,3
9104,dirty harry,Gorillaz,2bfGNzdiRa1jXZRdfssSzR,0.625,0.877,10,-7.176,0,0.162,0.0315,0.0811,0.672,0.865,192.296,230426,Dirty Harry - Gorillaz,0
9105,the other side of paradise,Glass Animals,0rRjGruFonCGOt0S5zAJNQ,0.6890000000000001,0.33799999999999997,11,-7.6339999999999995,0,0.0629,0.349,5.6999999999999996e-05,0.0649,0.568,128.012,320654,The Other Side Of Paradise - Glass Animals,4
9106,can't feel my face,The Weeknd,3X38ErFiKgzUxinBlhwuWm,0.713,0.7659999999999999,9,-5.388999999999999,0,0.0455,0.14,0.0,0.0981,0.547,107.984,215613,Can't Feel My Face - The Weeknd,4
9107,all the way up (remix),Fat Joe,2AYTGaclgKXACh13nJRVcV,0.564,0.7170000000000001,10,-6.403,0,0.397,0.09699999999999999,0.0,0.493,0.423,117.48899999999999,284831,All The Way Up (Remix) - Fat Joe,3
9108,"hey mama (feat. nicki minaj, bebe rexha & afrojack)",David Guetta,68jqcYs5XSkAxTfoa5JYXQ,0.596,0.73,9,-4.091,1,0.151,0.24,0.0,0.325,0.525,85.979,192560,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack) - David Guetta",1
9109,never going home,Kungs,2fuWIFyY452wmNOoT32EB8,0.8390000000000001,0.8420000000000001,0,-4.703,1,0.0392,0.0868,0.0981,0.0548,0.96,122.02799999999999,169947,Never Going Home - Kungs,1
9110,over my head (cable car),The Fray,1N62wozuHCvczCkY4QidpP,0.5920000000000001,0.7290000000000001,8,-4.156000000000001,1,0.0448,0.022000000000000002,0.0,0.0653,0.7090000000000001,116.03,236267,Over My Head (Cable Car) - The Fray,1
9111,i'll wait,Kygo,1tuXOJYN6CkgubpifHEm96,0.611,0.649,1,-6.968,1,0.057999999999999996,0.15,1.53e-05,0.105,0.353,123.00200000000001,215361,I'll Wait - Kygo,1
9112,higher power,Coldplay,65OR4ywy8Cgs3FDHK82Idl,0.507,0.8320000000000001,10,-5.931,1,0.0425,0.00643,1.6e-05,0.22899999999999998,0.485,177.894,206682,Higher Power - Coldplay,5
9113,runaway,Kanye West,3DK6m7It6Pw857FcQftMds,0.374,0.568,1,-3.825,0,0.109,0.21899999999999997,0.0021899999999999997,0.513,0.111,84.73299999999999,547733,Runaway - Kanye West,0
9114,burning love,Elvis Presley,7zMUCLm1TN9o9JlLISztxO,0.66,0.748,2,-11.206,1,0.0284,0.0993,0.00585,0.28300000000000003,0.972,143.549,170293,Burning Love - Elvis Presley,1
9115,broken strings,James Morrison,0tp2cUnCAcsR6xL5kw9HKu,0.569,0.716,1,-4.871,1,0.0297,0.0124,0.0,0.0727,0.307,111.946,250453,Broken Strings - James Morrison,5
9116,bitch i'm madonna,Madonna,2bZMOs3RjmhhGca6MEzjyl,0.722,0.63,3,-5.784,0,0.132,0.0485,0.000294,0.179,0.519,150.023,227480,Bitch I'm Madonna - Madonna,4
9117,one more time,Daft Punk,0DiWol3AO6WpXZgp0goxAV,0.613,0.6970000000000001,2,-8.618,1,0.133,0.0194,0.0,0.332,0.47600000000000003,122.74600000000001,320357,One More Time - Daft Punk,5
9118,glorious (feat. skylar grey),Macklemore,0CokSRCu5hZgPxcZBaEzVE,0.731,0.794,0,-5.126,0,0.0522,0.0323,2.59e-05,0.11199999999999999,0.35600000000000004,139.994,220454,Glorious (feat. Skylar Grey) - Macklemore,4
9119,big rings,Drake,31ZaSoek4y74F6HPhXylr8,0.769,0.6759999999999999,8,-6.48,0,0.27699999999999997,0.00179,0.0,0.251,0.304,131.938,217707,Big Rings - Drake,3
9120,overpass graffiti,Ed Sheeran,4btFHqumCO31GksfuBLLv3,0.52,0.8490000000000001,9,-3.7939999999999996,0,0.18600000000000003,0.00253,0.0,0.11900000000000001,0.774,175.908,236907,Overpass Graffiti - Ed Sheeran,4
9121,"touchin, lovin (feat. nicki minaj)",Trey Songz,4bkhs6spQvVnVJAlXuKR6a,0.813,0.58,11,-6.724,1,0.0746,0.0405,8.45e-06,0.349,0.44299999999999995,100.045,221972,"Touchin, Lovin (feat. Nicki Minaj) - Trey Songz",1
9122,flames,David Guetta,33IOhptvC2Qoy2UhjiHXLV,0.609,0.726,5,-4.346,0,0.0414,0.0723,8.45e-06,0.0895,0.36200000000000004,93.958,195000,Flames - David Guetta,4
9123,nothing else matters,Metallica,10igKaIKsSB6ZnWxPxPvKO,0.5579999999999999,0.364,4,-11.258,0,0.0265,0.0505,5.02e-06,0.0753,0.17,142.171,388733,Nothing Else Matters - Metallica,2
9124,ruff ryders' anthem,DMX,1BKT2I9x4RGKaKqW4up34s,0.88,0.5770000000000001,10,-8.093,0,0.302,0.0564,1.02e-06,0.201,0.74,90.991,214440,Ruff Ryders' Anthem - DMX,3
9125,all mine,Kanye West,3qnoOm4fwZPBS116f5hpgF,0.925,0.308,11,-6.562,0,0.33799999999999997,0.125,0.0,0.0933,0.265,122.09899999999999,145507,All Mine - Kanye West,3
9126,saturnz barz (feat. popcaan),Gorillaz,7l9CE3wmEGOUYw1j4ETjnL,0.38299999999999995,0.621,6,-5.877999999999999,0,0.113,0.0272,0.0,0.42700000000000005,0.213,80.051,181907,Saturnz Barz (feat. Popcaan) - Gorillaz,0
9127,wet dreamz,J. Cole,6Ius4TC0L3cN74HT7ENE6e,0.517,0.705,6,-8.205,0,0.364,0.0751,0.0,0.128,0.584,175.90599999999998,239320,Wet Dreamz - J. Cole,3
9128,without you,The Kid LAROI,27OeeYzk6klgBh83TSvGMA,0.662,0.413,0,-7.357,1,0.0299,0.213,0.0,0.134,0.467,93.005,161385,WITHOUT YOU - The Kid LAROI,1
9129,instruction (feat. demi lovato & stefflon don),Jax Jones,12CAig71FTdgZt03n7JuiT,0.546,0.927,4,-3.075,0,0.239,0.11699999999999999,0.0,0.10300000000000001,0.917,119.64200000000001,165467,Instruction (feat. Demi Lovato & Stefflon Don) - Jax Jones,4
9130,she knows,Ne-Yo,7seTcUFOhn5caSDbiSfsp0,0.706,0.5720000000000001,8,-5.7989999999999995,0,0.0326,0.0262,0.0,0.585,0.574,139.982,214726,She Knows - Ne-Yo,0
9131,dive,Ed Sheeran,51ChrwmUPDJvedPQnIU8Ls,0.7609999999999999,0.386,4,-6.1579999999999995,1,0.0399,0.355,0.0,0.0953,0.526,134.94299999999998,238440,Dive - Ed Sheeran,1
9132,californication,Red Hot Chili Peppers,48UPSzbZjgc449aqz8bxox,0.5920000000000001,0.767,9,-2.7880000000000003,0,0.027000000000000003,0.0021,0.00165,0.127,0.32799999999999996,96.48299999999999,329733,Californication - Red Hot Chili Peppers,4
9133,banquet,Bloc Party,2YxXuCdbUpil3P7tRjhW1t,0.578,0.892,10,-7.952000000000001,0,0.0441,0.000139,0.0111,0.215,0.892,150.253,196613,Banquet - Bloc Party,4
9134,paramedic!,SOB X RBE,2tPcTFiQF9MbVUyjZ3zDhA,0.856,0.652,1,-5.324,1,0.14300000000000002,0.177,0.0,0.193,0.47100000000000003,97.01700000000001,219307,Paramedic! - SOB X RBE,1
9135,living single,Big Sean,36xxq7VDZZsGwARsn6Clo7,0.7140000000000001,0.62,11,-5.045,1,0.29600000000000004,0.223,0.0,0.109,0.73,80.109,276347,Living Single - Big Sean,3
9136,suge,DaBaby,2gwkD6igEhQbDQegRCcdoB,0.8759999999999999,0.662,2,-6.482,0,0.426,0.0608,0.0,0.127,0.8440000000000001,75.445,163320,Suge - DaBaby,3
9137,lush life,Zara Larsson,1rIKgCH4H52lrvDcz50hS8,0.6940000000000001,0.7120000000000001,7,-3.923,0,0.046,0.132,0.0,0.21100000000000002,0.799,98.023,201122,Lush Life - Zara Larsson,4
9138,tongue tied,GROUPLOVE,0GO8y8jQk1PkHzS31d699N,0.56,0.9359999999999999,3,-5.835,1,0.0439,0.00847,0.0,0.161,0.371,112.96,218013,Tongue Tied - GROUPLOVE,1
9139,if i could turn back time,Cher,6mYrhCAGWzTdF8QnKuchXM,0.6579999999999999,0.575,11,-10.365,1,0.0267,0.243,0.0,0.122,0.504,108.329,239827,If I Could Turn Back Time - Cher,1
9140,new flame,Chris Brown,3nw9J97nUugT84SIJdjhAV,0.7090000000000001,0.638,1,-4.3,1,0.0405,0.0649,0.0,0.0969,0.46799999999999997,141.994,244133,New Flame - Chris Brown,1
9141,the real slim shady,Eminem,3yfqSUWxFvZELEM4PmlwIR,0.9490000000000001,0.6609999999999999,5,-4.244,0,0.0572,0.0302,0.0,0.0454,0.76,104.50399999999999,284200,The Real Slim Shady - Eminem,4
9142,like i would,ZAYN,1zWMf9bVyhY5W3ZORbjNWt,0.565,0.8320000000000001,10,-5.732,0,0.114,0.0247,0.0,0.26,0.233,112.82700000000001,192133,LIKE I WOULD - ZAYN,4
9143,too much sauce (feat. future & lil uzi vert),DJ ESCO,5oyUurs28XRagLa8lgm6V3,0.96,0.547,6,-6.992000000000001,0,0.0786,0.0496,0.0,0.21600000000000003,0.18600000000000003,121.01,223093,Too Much Sauce (feat. Future & Lil Uzi Vert) - DJ ESCO,4
9144,good guy (feat. jessie reyez),Eminem,4g32MdRoqwGKQd3NXIRhpU,0.696,0.634,9,-6.917999999999999,0,0.281,0.244,0.0,0.43700000000000006,0.728,89.973,142192,Good Guy (feat. Jessie Reyez) - Eminem,3
9145,4ever,Clairo,5mIOsPuQdXchVY0jB5NO9Q,0.75,0.585,9,-7.5760000000000005,0,0.0285,0.049,0.005520000000000001,0.155,0.584,102.331,159595,4EVER - Clairo,4
9146,"his & hers (feat. don toliver, lil uzi vert & gunna)",Internet Money,2IePEfMAtqWS6rLXXFZIgI,0.792,0.7070000000000001,7,-5.218,0,0.0623,0.11599999999999999,0.0,0.12,0.408,134.997,224042,"His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna) - Internet Money",4
9147,there you are,ZAYN,155EsNGoXo7XSVF84oTPam,0.452,0.688,0,-4.84,0,0.0385,0.0263,0.0,0.11,0.313,76.99,199600,There You Are - ZAYN,4
9148,25 to life,Eminem,0s8QjCX2PHZU0OkJAwUAep,0.701,0.9309999999999999,8,-0.945,0,0.243,0.23800000000000002,0.0,0.19399999999999998,0.36200000000000004,79.99600000000001,241587,25 To Life - Eminem,3
9149,lot to learn,Luke Christopher,3TRFq09DUgYj1mug6RRqJW,0.405,0.846,6,-3.57,1,0.195,0.0948,0.0,0.0666,0.602,82.23200000000001,248337,Lot to Learn - Luke Christopher,1
9150,feel good inc.,Gorillaz,0d28khcov6AiegSCpG5TuT,0.818,0.705,6,-6.678999999999999,1,0.177,0.00836,0.00233,0.613,0.772,138.559,222640,Feel Good Inc. - Gorillaz,0
9151,i try,Macy Gray,5TAf4lnZCZTLlZHNZMLFLi,0.593,0.642,2,-7.284,1,0.0299,0.313,0.000582,0.0804,0.736,76.403,239440,I Try - Macy Gray,1
9152,somewhere on a beach,Dierks Bentley,5CG9Ps5ynNjpKJHmwc95pa,0.569,0.638,7,-6.557,1,0.0291,0.000547,0.0,0.0848,0.43799999999999994,144.042,197120,Somewhere On A Beach - Dierks Bentley,5
9153,let you down,NF,52okn5MNA47tk87PeZJLEL,0.662,0.7140000000000001,5,-5.68,0,0.121,0.312,0.0,0.179,0.46399999999999997,147.997,212120,Let You Down - NF,4
9154,traitor,Olivia Rodrigo,5CZ40GBx1sQ9agT82CLQCT,0.38,0.33899999999999997,3,-7.885,1,0.0338,0.691,0.0,0.12,0.0849,100.60700000000001,229227,traitor - Olivia Rodrigo,2
9155,willow,Taylor Swift,3Uo7WG0vmLQ07WB4BDwy7D,0.392,0.579,7,-9.195,1,0.16399999999999998,0.835,0.00179,0.145,0.5489999999999999,80.961,214707,willow - Taylor Swift,2
9156,gang related,Logic,1Kp6WFxRzc0sRBmGSgIYat,0.597,0.856,10,-7.0889999999999995,0,0.0431,0.209,0.0159,0.278,0.7709999999999999,131.95,167320,Gang Related - Logic,4
9157,i want it that way,Backstreet Boys,68y6OIiE1nDdI1MLQdJNh8,0.6829999999999999,0.687,6,-5.832999999999999,0,0.0274,0.24,0.0,0.131,0.502,99.035,213027,I Want It That Way - Backstreet Boys,4
9158,only you,Cheat Codes,7IZ7S595rr4Q3E1Zga1Jev,0.607,0.74,4,-4.793,0,0.172,0.0829,0.0,0.105,0.21899999999999997,108.05,189401,Only You - Cheat Codes,4
9159,4th dimension,KIDS SEE GHOSTS,6JyEh4kl9DLwmSAoNDRn5b,0.765,0.542,1,-6.755,1,0.39,0.278,1.87e-05,0.609,0.7340000000000001,171.945,153351,4th Dimension - KIDS SEE GHOSTS,3
9160,without you (feat. sandro cavazza),Avicii,6Pgkp4qUoTmJIPn7ReaGxL,0.662,0.858,2,-4.843999999999999,1,0.0428,0.0016300000000000002,0.0,0.0456,0.295,133.993,181673,Without You (feat. Sandro Cavazza) - Avicii,1
9161,take it easy - 2013 remaster,Eagles,4yugZvBYaoREkJKtbG08Qr,0.575,0.67,7,-10.39,1,0.0318,0.34299999999999997,4.95e-06,0.129,0.74,139.191,211578,Take It Easy - 2013 Remaster - Eagles,1
9162,starstrukk (feat. katy perry),3OH!3,1hBM2D1ULT3aeKuddSwPsK,0.607,0.805,11,-5.579,0,0.0608,0.00175,0.0,0.231,0.23199999999999998,139.894,202667,STARSTRUKK (feat. Katy Perry) - 3OH!3,4
9163,still be friends (feat. tory lanez & tyga),G-Eazy,0JjM9bKm4wrwohMslcm892,0.8029999999999999,0.759,7,-4.692,0,0.0494,0.00509,0.0,0.0921,0.284,104.0,213308,Still Be Friends (feat. Tory Lanez & Tyga) - G-Eazy,4
9164,chanel (go get it) [feat. gunna & lil baby],Young Thug,0kCBorRrKZkSztd9m0QI3r,0.938,0.5,4,-10.08,0,0.14400000000000002,0.00183,0.0,0.077,0.462,140.011,201707,Chanel (Go Get It) [feat. Gunna & Lil Baby] - Young Thug,4
9165,uma thurman,Fall Out Boy,5PUawWFG1oIS2NwEcyHaCr,0.623,0.9620000000000001,4,-2.616,0,0.0895,0.10300000000000001,0.000174,0.264,0.6759999999999999,149.963,211573,Uma Thurman - Fall Out Boy,4
9166,if i can't have you,Shawn Mendes,2bT1PH7Cw3J9p3t7nlXCdh,0.691,0.823,2,-4.197,1,0.0623,0.48700000000000004,0.0,0.134,0.87,123.935,191467,If I Can't Have You - Shawn Mendes,1
9167,uprising,Muse,4VqPOruhp5EdPBeR92t6lQ,0.602,0.905,2,-4.046,1,0.0775,0.000202,0.064,0.11699999999999999,0.41100000000000003,128.019,304840,Uprising - Muse,5
9168,summer air,ItaloBrothers,3MIwc5XzD2VX8ZJAIyURKI,0.755,0.7509999999999999,8,-4.034,1,0.0748,0.0635,0.0,0.0812,0.491,102.00200000000001,183587,Summer Air - ItaloBrothers,1
9169,boy with luv (feat. halsey),BTS,5KawlOMHjWeUjQtnuRs22c,0.645,0.862,11,-4.757,0,0.0965,0.0923,0.0,0.192,0.7979999999999999,119.991,229773,Boy With Luv (feat. Halsey) - BTS,4
9170,nobody compares to you (feat. katie pearlman),Gryffin,17ejRbr6B8l9zdqgCZsn4m,0.59,0.764,2,-4.735,1,0.0467,0.22899999999999998,0.0,0.192,0.331,104.911,231291,Nobody Compares To You (feat. Katie Pearlman) - Gryffin,1
9171,drive - 2017 remaster,The Cars,2lFFiNm0XtgJ6wkdncTB4k,0.261,0.703,6,-7.871,1,0.0414,0.115,0.00078,0.102,0.405,83.495,234332,Drive - 2017 Remaster - The Cars,5
9172,pure water (with migos),Mustard,63cd4JkwGgYJrbOizbfmsp,0.68,0.5589999999999999,0,-5.545,1,0.129,0.172,0.0,0.318,0.13699999999999998,202.00599999999997,194520,Pure Water (with Migos) - Mustard,5
9173,hail mary,Makaveli,5wSmOzNF4IKTiNei97c4xO,0.654,0.637,10,-6.915,0,0.293,0.158,1.28e-05,0.33799999999999997,0.364,81.947,309800,Hail Mary - Makaveli,3
9174,the one,The Chainsmokers,0wfbD5rAksdXUzRvMfM3x5,0.76,0.303,2,-11.362,1,0.0284,0.23800000000000002,8.09e-06,0.294,0.15,99.991,177573,The One - The Chainsmokers,2
9175,the man,Taylor Swift,3RauEVgRgj1IuWdJ9fDs70,0.777,0.6579999999999999,0,-5.191,1,0.054000000000000006,0.0767,0.0,0.0901,0.633,110.04799999999999,190360,The Man - Taylor Swift,1
9176,here with me,Marshmello,5icOoE6VgqFKohjWWNp0Ac,0.7909999999999999,0.565,5,-3.9330000000000003,0,0.0439,0.0623,0.0,0.156,0.18100000000000002,99.961,156347,Here With Me - Marshmello,4
9177,so close,NOTD,7FjZU7XFs7P9jHI9Z0yRhK,0.7,0.872,10,-5.896,1,0.0666,0.121,7.08e-06,0.10300000000000001,0.7609999999999999,125.03,190302,So Close - NOTD,1
9178,jungle,A Boogie Wit da Hoodie,5uZm7EFtP5aoTJvx5gv9Xf,0.5379999999999999,0.52,7,-11.062999999999999,0,0.737,0.308,0.0,0.214,0.551,180.274,174192,Jungle - A Boogie Wit da Hoodie,3
9179,la mordidita (feat. yotuel),Ricky Martin,00i0O74dXdaKKdCrqHnfXm,0.725,0.903,0,-2.955,1,0.0658,0.0344,0.0,0.183,0.946,142.006,211680,La Mordidita (feat. Yotuel) - Ricky Martin,1
9180,let me love you,Ariana Grande,5AKlnLpP3WLwZseNbjquND,0.527,0.435,2,-8.363,1,0.129,0.0295,0.0,0.243,0.0781,102.698,223853,Let Me Love You - Ariana Grande,5
9181,normal,Eminem,0evt4UZbdhnHtcAnxkm6A1,0.907,0.64,6,-6.542000000000001,1,0.354,0.261,0.0,0.0785,0.8029999999999999,120.995,222477,Normal - Eminem,3
9182,lost,Frank Ocean,3GZD6HmiNUhxXYf8Gch723,0.9129999999999999,0.603,8,-4.8919999999999995,1,0.226,0.0272,0.000503,0.16699999999999998,0.49700000000000005,123.061,234093,Lost - Frank Ocean,3
9183,bailando - english version,Enrique Iglesias,5QhEzshSe9SA4YiaQr6dNv,0.7190000000000001,0.8440000000000001,7,-3.529,1,0.10300000000000001,0.0793,0.0,0.0551,0.941,90.95100000000001,243240,Bailando - English Version - Enrique Iglesias,1
9184,bad day,Daniel Powter,0mUyMawtxj1CJ76kn9gIZK,0.599,0.785,3,-4.013,1,0.0309,0.44799999999999995,0.00336,0.151,0.52,140.046,233640,Bad Day - Daniel Powter,1
9185,apparently,J. Cole,1HNs07uZxZniPNmniw2GTa,0.8,0.5429999999999999,5,-9.236,1,0.0911,0.564,0.0,0.11599999999999999,0.534,133.98,293040,Apparently - J. Cole,2
9186,too good,Drake,7fJtPlEZKxu6gvkfBFc5tW,0.7929999999999999,0.653,7,-7.8389999999999995,1,0.10300000000000001,0.0484,4.91e-05,0.1,0.39299999999999996,117.993,263373,Too Good - Drake,1
9187,amarillo by morning,George Strait,4TnUKixNWMfajncgdSwFoi,0.606,0.361,9,-16.031,1,0.0346,0.264,3.39e-05,0.38,0.621,121.059,173467,Amarillo By Morning - George Strait,2
9188,lollipop,Lil Wayne,4P7VFiaZb3xrXoqGwZXC3J,0.8290000000000001,0.428,0,-9.469,1,0.0831,0.055999999999999994,0.00413,0.13699999999999998,0.45,148.075,299333,Lollipop - Lil Wayne,1
9189,gone girl,iann dior,3iH29NcCxYgI5shlkZrUoB,0.677,0.7140000000000001,11,-5.6370000000000005,1,0.0287,0.162,0.0,0.0717,0.355,94.956,136568,gone girl - iann dior,1
9190,little things,One Direction,7kSLdGdXLey7pzLsWpdg1h,0.7070000000000001,0.222,7,-11.716,1,0.0329,0.7879999999999999,0.0,0.205,0.556,110.095,219640,Little Things - One Direction,2
9191,bennie and the jets - remastered 2014,Elton John,5Wj1rJnCLpMHdLaxsFtJLs,0.665,0.6729999999999999,0,-7.95,1,0.0493,0.259,7.62e-06,0.49700000000000005,0.779,132.642,322549,Bennie And The Jets - Remastered 2014 - Elton John,0
9192,tiny dancer,Elton John,2TVxnKdb3tqe1nhQWwwZCO,0.414,0.428,0,-11.097000000000001,1,0.0278,0.382,0.00024300000000000002,0.14800000000000002,0.282,145.075,377093,Tiny Dancer - Elton John,2
9193,hideaway,Kiesza,51tUT1gHE30GQPhn1agudM,0.838,0.72,7,-4.135,0,0.0483,0.0862,0.006959999999999999,0.0772,0.203,122.993,251987,Hideaway - Kiesza,4
9194,naked,James Arthur,7krbSH3rd8lhIZvuzTV3Bl,0.529,0.607,6,-6.781000000000001,1,0.0574,0.10400000000000001,0.0,0.0631,0.23800000000000002,101.96600000000001,234107,Naked - James Arthur,5
9195,ocean eyes,Billie Eilish,7hDVYcQq6MxkdJGweuCtl9,0.511,0.363,4,-7.65,0,0.040999999999999995,0.816,0.0317,0.084,0.16899999999999998,144.892,200379,ocean eyes - Billie Eilish,2
9196,xo,John Mayer,7cpCU3Denug5NGZsSpQl8v,0.431,0.377,2,-9.753,1,0.0288,0.7490000000000001,0.0,0.21100000000000002,0.353,173.67,213627,XO - John Mayer,2
9197,children,Robert Miles,4wtR6HB3XekEengMX17cpc,0.604,0.755,0,-10.761,1,0.0337,0.000298,0.8170000000000001,0.0625,0.387,137.064,243267,Children - Robert Miles,6
9198,loyalty. feat. rihanna.,Kendrick Lamar,6SwRhMLwNqEi6alNPVG00n,0.6579999999999999,0.535,9,-8.982999999999999,0,0.0573,0.0265,0.0,0.2,0.419,110.684,227360,LOYALTY. FEAT. RIHANNA. - Kendrick Lamar,4
9199,ahora dice,Chris Jedi,5LVoGJTyG6fLJgoGkY2QAZ,0.7040000000000001,0.69,6,-5.4510000000000005,1,0.16,0.249,0.0,0.12300000000000001,0.402,144.045,271080,Ahora Dice - Chris Jedi,1
9200,low (feat. t-pain),Flo Rida,0CAfXk7DXMnon4gLudAp7J,0.9179999999999999,0.609,10,-5.64,0,0.0791,0.0928,0.0,0.139,0.304,128.00799999999998,231400,Low (feat. T-Pain) - Flo Rida,4
9201,flaming hot cheetos,Clairo,1F6IbA7di42uPc3cff8PXV,0.8170000000000001,0.551,7,-9.33,0,0.133,0.865,0.000151,0.10099999999999999,0.142,109.96600000000001,123884,Flaming Hot Cheetos - Clairo,2
9202,where the hood at,DMX,6RUpJeXT6U4SPEafnr9Wr7,0.537,0.948,8,-3.063,1,0.355,0.151,0.0,0.35600000000000004,0.792,186.15099999999998,286267,Where The Hood At - DMX,3
9203,nobody,Martin Jensen,2qfEcCkEo5NscA9GL7ER72,0.6729999999999999,0.687,6,-5.295,0,0.0623,0.26899999999999996,0.0,0.18100000000000002,0.524,96.964,211040,Nobody - Martin Jensen,4
9204,no money,Galantis,0gb1J5UrTpzaU1s3nupgCd,0.6709999999999999,0.9159999999999999,6,-4.013999999999999,0,0.0397,0.0282,0.00762,0.24,0.8029999999999999,126.01,189127,No Money - Galantis,4
9205,don't mind,Kent Jones,27PmvZoffODNFW2p7ehZTQ,0.46399999999999997,0.7709999999999999,8,-4.503,1,0.336,0.0235,0.0,0.063,0.69,158.77700000000002,198237,Don't Mind - Kent Jones,3
9206,mr. rager,Kid Cudi,2ncLdwTd8qzkxiJjlbiOgC,0.675,0.7340000000000001,7,-8.658999999999999,1,0.0265,0.38,0.895,0.141,0.5329999999999999,101.99799999999999,294213,Mr. Rager - Kid Cudi,6
9207,red roses (feat. landon cube),Lil Skies,3ZhTT6yjZwpPph5MIJ53XY,0.691,0.6829999999999999,0,-7.335,1,0.0954,0.547,0.0,0.221,0.456,140.002,262544,Red Roses (feat. Landon Cube) - Lil Skies,1
9208,my number,Foals,4c9WmjVlQMr0s1IjbYO52Z,0.639,0.7440000000000001,6,-8.377,0,0.0368,0.0319,0.000458,0.466,0.825,128.047,240533,My Number - Foals,0
9209,real friends,Camila Cabello,3iq9nhbI8fcnNamxMft1uv,0.726,0.304,3,-8.677,1,0.131,0.8390000000000001,0.0,0.0853,0.813,91.97,214387,Real Friends - Camila Cabello,2
9210,"heatstroke (feat. young thug, pharrell williams & ariana grande)",Calvin Harris,60APt5N2NRaKWf5xzJdzyC,0.784,0.728,0,-4.5489999999999995,0,0.0539,0.34,0.0,0.222,0.713,110.165,229160,"Heatstroke (feat. Young Thug, Pharrell Williams & Ariana Grande) - Calvin Harris",4
9211,re: stacks,Bon Iver,2LthqyP0MLhGUBICwR1535,0.6759999999999999,0.0812,2,-22.846,1,0.0398,0.9790000000000001,0.41600000000000004,0.11800000000000001,0.314,125.053,401413,Re: Stacks - Bon Iver,2
9212,parents,YUNGBLUD,5v4OkFH0TJ6W1hCFxyn0px,0.612,0.8240000000000001,7,-4.758,1,0.0478,0.013000000000000001,0.0,0.28800000000000003,0.586,82.01700000000001,171880,parents - YUNGBLUD,1
9213,reggaetón lento (remix),CNCO,5PB8zB1MOZASboLquvinMF,0.623,0.909,4,-3.0789999999999997,0,0.0758,0.158,0.0,0.0972,0.6509999999999999,93.984,188787,Reggaetón Lento (Remix) - CNCO,4
9214,distraction,Kehlani,2wSQyp6VzUopSFBinRo1iD,0.66,0.698,5,-6.266,0,0.0467,0.0266,0.0,0.29600000000000004,0.396,120.959,235693,Distraction - Kehlani,4
9215,young volcanoes,Fall Out Boy,4yXNMbZrsFJbPTH0WfhwEB,0.599,0.853,11,-3.878,0,0.0365,0.00123,0.000504,0.37,0.6759999999999999,94.99700000000001,204507,Young Volcanoes - Fall Out Boy,4
9216,young dumb & broke,Khalid,5Z3GHaZ6ec9bsiI5BenrbY,0.799,0.539,1,-6.351,1,0.0421,0.19899999999999998,1.66e-05,0.165,0.39399999999999996,136.94799999999998,202547,Young Dumb & Broke - Khalid,1
9217,youth,Daughter,4AmcmraFjVzFb9SQDNTRyl,0.4,0.525,0,-11.294,1,0.0435,0.887,0.00543,0.11699999999999999,0.408,146.977,253013,Youth - Daughter,2
